production_id	level	text_id	sentence_id	paragraph	sentence_text
1	NAT	42	721	2	Quase 30 anos depois, banhistas assustados estão se afastando do principal balneário de Uruguaiana, na Fronteira Oeste. 
1	NAT	42	722	2	Mais de 20 pessoas foram mordidas por palometas (Serrasalmus spilopleura, espécie de piranha). 
1	NAT	42	723	2	As palometas vivem nas águas da barragem Sanchuri, na margem da Br-472, a 40 quilômetros da cidade. 
1	NAT	42	724	3	-- Os ataques se tornaram mais freqüentes. 
1	NAT	42	725	3	Por isso, aconselhamos mais cautela -- diz o subprefeito Nei Pinto. 
1	NAT	42	726	3	As mordidas em pés e canelas de banhistas não são novidade. 
1	NAT	42	727	3	O aumento no número de ataques em relação aos outros anos chamou a atenção das autoridades. 
1	NAT	42	728	4	-- Um amigo meu ficou sem a ponta de um dedo -- conta o adolescente Lindomar Menezes, 15 anos. 
1	NAT	42	729	5	Ele e amigos, como Giovane Silva Ferreira, 13 anos, passam as tardes pescando o peixe. 
1	NAT	42	730	5	Depois, o peixe é levado para uma associação de artesãos. 
1	NAT	42	731	5	A associação de artesãos faz o curtimento da pele do animal. 
1	NAT	42	732	6	Com o fim da piracema, será realizado no domingo o torneio Combate à Palometa. 
1	NAT	42	733	6	A piracema é o período em que a pesca é proibida. 
1	NAT	42	734	6	Pescadores tentarão retirar o maior número de peixes da espécie. 
1	NAT	42	735	6	A espécie pode atingir 20 centímetros de comprimento e um quilo. 
1	NAT	42	736	6	O evento ainda não tem autorização do Instituto Brasileiro do Meio Ambiente e Recursos Naturais Renováveis. 
1	NAT	42	737	6	Segundo o chefe substituto do escritório regional, ainda há tempo para o pedido de licença. 
1	NAT	42	738	6	O chefe substituto do escritório regional é Guaracy Cunha. 
1	NAT	42	739	7	-- Elas atacam mais nos locais em que o pessoal das excursões lava mãos e pratos após as refeições -- diz Adalberto Silva. 
1	NAT	42	740	7	Adalberto Silva é presidente da associação dos moradores da localidade. 
1	NAT	42	741	8	Silva adquiriu uma tela de retenção com 150 metros. 
1	NAT	42	742	8	A tela deve ser instalada para isolar o trecho da barragem mais usado pelos banhistas. 
1	NAT	42	743	8	O trecho tem 3,7 mil hectares de área. 
1	STR	1064	21516	1	O ano era 1978. 
1	STR	1064	21517	1	As salas de cinema de todo o mundo exibiam um filme do diretor Joe Dante. 
1	STR	1064	21518	1	No filme, um cardume de piranhas escapava de um laboratório militar. 
1	STR	1064	21519	1	O cardume de piranhas atacava participantes de um festival aquático. 
1	STR	1064	21520	3	Quase 30 anos depois, banhistas assustados estão se afastando do principal balneário de Uruguaiana. 
1	STR	1064	21521	3	O balneário fica na Fronteira Oeste. 
1	STR	1064	21522	3	Palometas (espécie de piranha) morderam mais de 20 pessoas. 
1	STR	1064	21523	3	As palometas vivem nas águas da barragem Sanchuri. 
1	STR	1064	21524	3	A barragem Sanchuri fica na margem da Br-472. 
1	STR	1064	21525	3	A barragem Sanchuri fica a 40 quilômetros da cidade. 
1	STR	1064	21526	5	-- Os ataques se tornaram mais freqüentes. 
1	STR	1064	21527	5	Por isso, aconselhamos mais cuidado -- diz o subprefeito Nei Pinto. 
1	STR	1064	21528	5	As mordidas em pés e canelas de banhistas não são novidade. 
1	STR	1064	21529	5	O aumento no número de ataques em relação aos outros anos chamou a atenção das autoridades. 
1	STR	1064	21530	7	-- Um amigo meu ficou sem a ponta de um dedo -- conta o adolescente Lindomar Menezes. 
1	STR	1064	21531	7	Lindomar Menezes tem 15 anos. 
1	STR	1064	21532	9	Ele e amigos passam as tardes pescando o peixe. 
1	STR	1064	21533	9	Em seguida, eles levam o peixe para uma associação de artesãos. 
1	STR	1064	21534	9	A associação de artesãos faz o curtimento da pele do peixe. 
1	STR	1064	21535	11	Com o fim da piracema, será realizado no domingo o torneio Combate à Palometa. 
1	STR	1064	21536	11	A piracema é o período de pesca proibida. 
1	STR	1064	21537	11	Pescadores tentarão retirar o maior número de palometas. 
1	STR	1064	21538	11	A palometa pode atingir 20 centímetros de comprimento e um quilo. 
1	STR	1064	21539	11	O torneio ainda não tem autorização do Instituto Brasileiro do Meio Ambiente e Recursos Naturais Renováveis. 
1	STR	1064	21540	11	O chefe substituto do escritório regional disse que ainda dá tempo de pedir a licença. 
1	STR	1064	21541	11	O chefe substituto do escritório regional é Guaracy Cunha. 
1	STR	1064	21542	13	-- Elas atacam mais nos locais em que o pessoal das excursões lava mãos e pratos depois das refeições -- diz Adalberto Silva. 
1	STR	1064	21543	13	Adalberto Silva é presidente da associação dos moradores da localidade. 
1	STR	1064	21544	15	Silva comprou uma tela de retenção com 150 metros. 
1	STR	1064	21545	15	A tela deve ser instalada para separar o lugar da barragem mais usado pelos banhistas. 
1	STR	1064	21546	15	O lugar tem 3,7 mil hectares de área. 
2	ORI	94	1584	1	Acessório utilizado por adolescentes, o boné é um dos itens que compõem a vestimenta idealizada pela proposta. 
2	ORI	94	1585	2	Ao prever a distribuição gratuita de uniforme para alunos da rede pública, um projeto em discussão no Congresso institui uma controvérsia em escolas, prefeituras e secretarias de Educação. 
2	ORI	94	1586	3	Além de ressuscitar o debate sobre a obrigatoriedade de um traje padrão entre os alunos e reacender a preocupação com a escassez de recursos públicos, a proposta cria uma discussão sobre a incorporação do boné no kit obrigatório. 
2	ORI	94	1587	3	A matéria ainda precisa passar pela Câmara dos Deputados e pela Presidência da República antes de entrar em vigor. 
2	ORI	94	1588	4	O acessório polêmico entrou no projeto, de autoria do senador Cícero Lucena (PSDB-PB), graças a uma emenda aprovada na Comissão de Educação do Senado em outubro. 
2	ORI	94	1589	4	Foi o senador Flávio Arns (PT-PR) quem sugeriu a inclusão da peça entre os itens do uniforme de alunos dos ensinos Fundamental e Médio nas escolas municipais, estaduais e federais. 
2	ORI	94	1590	4	Ele defende a medida como forma de proteger crianças e adolescentes dos males provocados pelo excesso de exposição aos raios solares. 
2	ORI	94	1591	4	Se a idéia for aprovada, os estudantes receberão dois conjuntos anuais, completados por calçado, meias, calça e camiseta. 
2	ORI	94	1592	5	-- A gurizada precisa se habituar a se proteger do sol. 
2	ORI	94	1593	5	Como será comprado em quantidade, o boné sairá por R$ 1 ou R$ 2. 
2	ORI	94	1594	5	É muito mais barato do que adotar outra medida preventiva -- avalia Arns. 
2	ORI	94	1595	6	A divergência ocorre porque educadores como Helvécio Aguiar, da Faculdade de Educação da Universidade Federal do Rio Grande do Sul (UFRGS), afirmam que a peça é desnecessária no uniforme obrigatório. 
2	ORI	94	1596	6	Professores ainda temem que a distribuição do acessório dificulte a imposição, nas classes, de uma regra da boa conduta: 
2	ORI	94	1597	6	A retirada de chapéus e bonés da cabeça em ambientes fechados. 
2	ORI	94	1598	7	Na Federação das Associações de Municípios do RS (Famurs) e na Secretaria Estadual de Educação (Sec), a preocupação reside em outro ponto. 
2	ORI	94	1599	7	Eles se inquietam com a fonte para custear os gastos milionários com a medida. 
2	ORI	94	1600	7	O projeto prevê a criação do Programa Nacional de Uniforme Escolar para que o Palácio do Planalto ajude Estados e municípios, mas mantém as dúvidas se as verbas serão suficientes. 
2	ORI	94	1601	8	-- Não podemos acrescentar nenhuma despesa no nosso orçamento. 
2	ORI	94	1602	8	Já não temos recursos suficientes para a manutenção das escolas, por exemplo, e também precisamos valorizar o magistério -- justifica a diretora do Departamento Pedagógico da Sec, Sonia Balzano. 
2	ORI	94	1603	9	Não fosse o aspecto financeiro, o projeto teria o apoio incondicional de Balzano e do presidente da Famurs, Flávio Luiz Lammel. 
2	ORI	94	1604	9	Eles repetem o argumento que justifica a proposta: 
2	ORI	94	1605	9	Com a oferta do uniforme, as escolas públicas poderão torná-lo obrigatório, o que eliminaria a roupa como um indicador de diferenças sociais nas escolas e não criaria constrangimento aos alunos mais pobres. 
2	ORI	94	1606	9	O foco principal da resistência vem dos próprios estudantes: 
2	ORI	94	1607	9	Uma parcela critica o uniforme, porque acredita que ele ameaçaria a individualidade de cada um. 
2	NAT	105	1754	1	O boné é um dos itens da roupa imaginada pela proposta. 
2	NAT	105	1755	2	Um projeto em discussão no Congresso criou uma polêmica em escolas, prefeituras e secretarias de educação. 
2	NAT	105	1756	2	O projeto prevê a distribuição gratuita de uniforme para alunos da rede pública. 
2	NAT	105	1757	3	A proposta cria uma discussão sobre a inclusão do boné no conjunto obrigatório. 
2	NAT	105	1758	3	Além disso, a proposta reanima o debate sobre a obrigação de uma roupa igual para todos os alunos. 
2	NAT	105	1759	3	A proposta também renova a preocupação com a falta de recursos públicos. 
2	NAT	105	1760	3	O projeto ainda precisa passar pela Câmara dos Deputados e pela Presidência da República antes de entrar em vigor. 
2	NAT	105	1761	4	O boné problemático entrou no projeto graças a uma emenda aprovada na Comissão de Educação do Senado em outubro. 
2	NAT	105	1762	4	A emenda é do senador Cícero Lucena. 
2	NAT	105	1763	4	Cícero Lucena é do PSDB-PB. 
2	NAT	105	1764	4	Foi o senador Flávio Arns que sugeriu a inclusão do boné no uniforme de alunos dos ensinos Fundamental e Médio nas escolas municipais, estaduais e federais. 
2	NAT	105	1765	4	Flávio Arns é do PT-PR. 
2	NAT	105	1766	4	Ele defende a medida como forma de proteger crianças e adolescentes dos males provocados pelo excesso de exposição aos raios solares. 
2	NAT	105	1767	4	Se a idéia for aprovada, os estudantes receberão dois conjuntos anuais, completados com calçado, meias, calça e camiseta. 
2	NAT	105	1768	5	-- A gurizada precisa se habituar a se proteger do sol. 
2	NAT	105	1769	5	O boné será comprado em quantidade. 
2	NAT	105	1770	5	Com isso, o boné sairá por R$ 1 ou R$ 2. 
2	NAT	105	1771	5	É muito mais barato do que adotar outra medida para evitar os males causados pelo sol -- avalia Arns. 
2	NAT	105	1772	6	O desentendimento ocorre porque educadores como Helvécio Aguiar afirmam que o boné é desnecessário no uniforme obrigatório. 
2	NAT	105	1773	6	Helvécio Aguiar é da Faculdade de Educação da Universidade Federal do Rio Grande do Sul. 
2	NAT	105	1774	6	Professores temem também que a distribuição de boné torne difícil impor nas classes uma regra da boa maneira de se comportar: 
2	NAT	105	1775	6	Retirar chapéus e bonés da cabeça em ambientes fechados. 
2	NAT	105	1776	7	A preocupação está em outro ponto na Federação das Associações de Municípios do RS (Famurs) e na Secretaria Estadual de Educação (Sec). 
2	NAT	105	1777	7	Elas se preocupam com o dinheiro para pagar os gastos de milhões de reais com a medida. 
2	NAT	105	1778	7	O projeto prevê a criação do Programa Nacional de Uniforme escolar para que o governo federal ajude Estados e municípios. 
2	NAT	105	1779	7	Mas o projeto mantém as dúvidas se o dinheiro será suficiente. 
2	NAT	105	1780	8	-- Não podemos acrescentar nenhuma despesa no nosso orçamento. 
2	NAT	105	1781	8	Já não temos dinheiro suficiente para manter as escolas. 
2	NAT	105	1782	8	Além disso, precisamos valorizar os professores -- justifica a diretora do Departamento Pedagógico da Sec. 
2	NAT	105	1783	8	A diretora é Sonia Balzano. 
2	NAT	105	1784	9	O projeto teria o apoio total de Balzano e do presidente da Famurs, se não fosse o problema de dinheiro. 
2	NAT	105	1785	9	Eles repetem o argumento que justifica a proposta: 
2	NAT	105	1786	9	Se o uniforme for oferecido, as escolas públicas poderão torná-lo obrigatório, com isso a roupa deixaria de ser um indicador de diferenças sociais nas escolas e não criaria vergonha nos alunos mais pobres. 
2	NAT	105	1787	9	A principal resistência vem dos próprios estudantes: 
2	NAT	105	1788	9	Alguns criticam o uniforme, porque acreditam que ele ameaça a individualidade de cada um. 
2	STR	109	1836	1	O boné é um dos itens da roupa imaginada pela proposta. 
2	STR	109	1837	2	Um projeto em discussão no Congresso criou uma polêmica em escolas, prefeituras e secretarias de educação. 
2	STR	109	1838	2	O projeto prevê a distribuição gratuita de uniforme para alunos da rede pública. 
2	STR	109	1839	3	A proposta cria uma discussão sobre a inclusão do boné no uniforme obrigatório. 
2	STR	109	1840	3	Além disso, a proposta reanima o debate sobre a obrigação de uma roupa igual para todos os alunos. 
2	STR	109	1841	3	A proposta também renova a preocupação com a falta de recursos públicos. 
2	STR	109	1842	3	O projeto ainda precisa passar pela Câmara dos Deputados e pela Presidência da República antes de entrar em vigor. 
2	STR	109	1843	4	O boné problemático entrou no projeto graças a uma emenda aprovada na Comissão de Educação do Senado em outubro. 
2	STR	109	1844	4	A emenda é do senador Cícero Lucena. 
2	STR	109	1845	4	Cícero Lucena é do PSDB-PB. 
2	STR	109	1846	4	Foi o senador Flávio Arns que sugeriu a inclusão do boné no uniforme de alunos dos ensinos Fundamental e Médio nas escolas municipais, estaduais e federais. 
2	STR	109	1847	4	Flávio Arns é do PT-PR. 
2	STR	109	1848	4	Ele defende a medida como forma de proteger crianças e adolescentes dos males provocados pelo excesso de exposição aos raios solares. 
2	STR	109	1849	4	Se a idéia for aprovada, os alunos receberão dois conjuntos anuais, completados com calçado, meias, calça e camiseta. 
2	STR	109	1850	5	-- A gurizada precisa se habituar a se proteger do sol. 
2	STR	109	1851	5	O boné será comprado em quantidade. 
2	STR	109	1852	5	Com isso, o boné custará R$ 1 ou R$ 2. 
2	STR	109	1853	5	É muito mais barato do que adotar outra medida para evitar os males causados pelo sol -- avalia Arns. 
2	STR	109	1854	6	O desentendimento ocorre porque educadores como Helvécio Aguiar afirmam que o boné não é necessário no uniforme obrigatório. 
2	STR	109	1855	6	Helvécio Aguiar é da Faculdade de Educação da Universidade Federal do Rio Grande do Sul. 
2	STR	109	1856	6	Professores temem também que a distribuição de boné torne difícil impor nas classes uma regra da boa maneira de se comportar: 
2	STR	109	1857	6	Retirar chapéus e bonés da cabeça em ambientes fechados. 
2	STR	109	1858	7	A preocupação da Federação das Associações de Municípios do RS (Famurs) e da Secretaria Estadual de Educação (Sec) é outra. 
2	STR	109	1859	7	A preocupação é com o dinheiro para pagar os gastos de milhões de reais com os bonés. 
2	STR	109	1860	7	O projeto prevê a criação do Programa Nacional de Uniforme Escolar para que o governo federal ajude Estados e municípios. 
2	STR	109	1861	7	Mas o projeto mantém as dúvidas se o dinheiro será suficiente. 
2	STR	109	1862	8	-- Não podemos acrescentar nenhuma despesa no nosso orçamento. 
2	STR	109	1863	8	Já não temos dinheiro suficiente para manter as escolas. 
2	STR	109	1864	8	Além disso, precisamos valorizar os professores -- justifica a diretora do Departamento Pedagógico da Sec. 
2	STR	109	1865	8	A diretora é Sonia Balzano. 
2	STR	109	1866	9	Se não fosse o problema de dinheiro, o projeto teria o apoio total de Balzano e do presidente da Famurs. 
2	STR	109	1867	9	Eles repetem o argumento que justifica a proposta: 
2	STR	109	1868	9	Se o uniforme for oferecido, as escolas públicas poderão torná-lo obrigatório. 
2	STR	109	1869	9	Com isso, a roupa deixaria de ser um indicador de diferenças sociais nas escolas e não criaria vergonha nos alunos mais pobres. 
2	STR	109	1870	9	A principal resistência vem dos próprios alunos: 
2	STR	109	1871	9	Alguns criticam o uniforme. 
2	STR	109	1872	9	Alguns acreditam que o uniforme ameaça a individualidade de cada um. 
3	ORI	110	1873	1	Para complicar ainda mais a situação dos militares dos EUA no Iraque, uma nova denúncia de massacre de civis por suas tropas veio à tona ontem. 
3	ORI	110	1874	2	Um vídeo gravado após uma operação militar dos EUA em 15 de março na vila de Ishaqi, 80 quilômetros ao norte de Bagdá, mostra o resultado da operação: 
3	ORI	110	1875	2	Corpos de crianças e adultos iraquianos crivados de balas, alguns com tiros na cabeça. 
3	ORI	110	1876	3	A conclusão da investigação do exército sobre o caso, que vazou para a imprensa, afirma que as acusações de homicídio doloso (com intenção) eram "infundadas". 
3	ORI	110	1877	3	-- Parece que o assassinato de civis iraquianos transformou-se em um fenômeno cotidiano e banal -- disse o presidente da Associação Iraquiana dos Direitos Humanos, Muayed al-Anbaki. 
3	ORI	110	1878	4	Trechos do vídeo foram exibidos pela rede britânica BBC e mostram uma fileira de corpos com ferimentos claramente provocados por tiros. 
3	ORI	110	1879	4	Mais cedo, o primeiro-ministro iraquiano, Nouri al-Maliki, havia criticado os EUA devido à acusação de que seus fuzileiros navais mataram 24 civis desarmados na cidade de Haditha, em novembro. 
3	ORI	110	1880	4	Toda a operação teria sido armada para vingar a morte de um companheiro em um atentado a bomba. 
3	ORI	110	1881	4	O premier classificou o episódio de "crime horrível". 
3	ORI	110	1882	5	Além de uma investigação sobre o incidente, o comando das forças armadas ordenou que todos os soldados recebam treinamento extra sobre "padrões morais, éticos e legais no campo de batalha". 
3	ORI	110	1883	5	Isso dificilmente conterá a torrente de denúncias que ameaça minar o novo governo iraquiano e o apoio do público nos EUA à guerra iniciada pelo presidente George W Bush. 
3	ORI	110	1884	6	Na época da operação em Ishaqi, os militares dos EUA anunciaram que houve um confronto entre os fuzileiros e um suposto integrante da Al-Qaeda. 
3	ORI	110	1885	6	Em meio à intensa troca de tiros, uma casa desabou, matando o suspeito, duas mulheres e uma criança. 
3	ORI	110	1886	6	Mas um vídeo de um cinegrafista da agência de notícias Associated Press (AP), divulgado no mesmo dia, já mostrava pelo menos cinco crianças mortas. 
3	ORI	110	1887	6	Um adulto e quatro crianças têm evidentes marcas de tiros na cabeça -- o que reforça a tese de execuções. 
3	ORI	110	1888	6	Moradores do local afirmam que 11 pessoas foram mortas -- e garantem que isso ocorreu antes de a casa ser destruída. 
3	ORI	110	1889	7	Nos EUA, um sargento envolvido no escândalo da penitenciária de Abu Ghraib escapou da pena de prisão. 
3	ORI	110	1890	7	Considerado culpado de ameaçar com um cachorro sem focinheira um dos detentos e de negligência no cumprimento do dever, ele foi rebaixado e condenado ontem por um tribunal militar a 90 dias de trabalho forçado sem confinamento. 
3	NAT	120	1996	1	Uma nova denúncia de matança de civis por tropas dos EUA surgiu ontem, para complicar ainda mais a situação dos militares americanos no Iraque. 
3	NAT	120	1997	2	Um vídeo gravado após uma operação militar dos EUA em 15 de março na vila de Ishaqi mostra o resultado da operação: 
3	NAT	120	1998	2	Corpos de crianças e adultos iraquianos todos furados de balas. 
3	NAT	120	1999	2	Alguns corpos têm tiros na cabeça. 
3	NAT	120	2000	2	A vila de Ishaqi fica 80 quilômetros ao norte de Bagdá. 
3	NAT	120	2001	3	A conclusão da investigação do exército sobre o caso afirma que as acusações de homicídio doloso eram "infundadas". 
3	NAT	120	2002	3	A conclusão da investigação vazou para a imprensa. 
3	NAT	120	2003	3	Homicídio doloso é aquele praticado com intenção de matar. 
3	NAT	120	2004	3	-- Parece que o assassinato de civis iraquianos transformou-se em um fenômeno comum e banal -- disse o presidente da Associação Iraquiana dos Direitos Humanos, Muayed al-Anbaki. 
3	NAT	120	2005	4	A rede britânica BBC exibiu trechos do vídeo. 
3	NAT	120	2006	4	Os trechos do vídeo mostram uma fileira de corpos com ferimentos claramente provocados por tiros. 
3	NAT	120	2007	4	Mais cedo, o primeiro-ministro iraquiano havia criticado os EUA. 
3	NAT	120	2008	4	O primeiro-ministro iraquiano é Nouri al-Maliki. 
3	NAT	120	2009	4	Ele criticou os EUA por causa da morte de 24 civis desarmados na cidade de Haditha em novembro. 
3	NAT	120	2010	4	Toda a operação teria sido preparada para vingar a morte de um companheiro em um atentado a bomba. 
3	NAT	120	2011	4	O primeiro-ministro classificou a operação de "crime horrível". 
3	NAT	120	2012	5	O comando das forças armadas ordenou uma investigação sobre o incidente. 
3	NAT	120	2013	5	Além disso, o comando das forças armadas ordenou que todos os soldados recebam treinamento extra sobre "padrões morais, éticos e legais no campo de batalha". 
3	NAT	120	2014	5	Isso dificilmente conterá a grande quantidade de denúncias que ameaça enfraquecer o novo governo iraquiano. 
3	NAT	120	2015	5	Isso dificilmente conterá a grande quantidade de denúncias que ameaça o apoio do público dos EUA à guerra iniciada pelo presidente George W Bush. 
3	NAT	120	2016	6	Os militares dos EUA anunciaram que houve um confronto entre os fuzileiros e alguém que achavam que era integrante da Al-Qaeda na época da operação em Ishaqi. 
3	NAT	120	2017	6	Uma casa desabou no meio da troca de tiros, matando o suspeito, duas mulheres e uma criança. 
3	NAT	120	2018	6	Mas um vídeo de um cinegrafista da agência de notícias Associated Press já mostrava pelo menos cinco crianças mortas. 
3	NAT	120	2019	6	O vídeo foi divulgado no mesmo dia. 
3	NAT	120	2020	6	Um adulto e quatro crianças têm marcas claras de tiros na cabeça. 
3	NAT	120	2021	6	Isso reforça a tese de execuções. 
3	NAT	120	2022	6	Moradores do local afirmam que 11 pessoas foram mortas. 
3	NAT	120	2023	6	Moradores do local garantem que isso ocorreu antes de a casa ser destruída. 
3	NAT	120	2024	7	Nos EUA, um sargento envolvido no escândalo da penitenciária de Abu Ghraib escapou da pena de prisão. 
3	NAT	120	2025	7	Ele foi considerado culpado de ameaçar um dos prisioneiros com um cachorro sem focinheira. 
3	NAT	120	2026	7	Ele foi considerado culpado de falta de cuidado no cumprimento do dever. 
3	NAT	120	2027	7	Ele baixou de posto no exército. 
3	NAT	120	2028	7	Ele foi condenado ontem por um tribunal militar a 90 dias de trabalho forçado sem prisão. 
3	STR	1067	21617	1	Uma nova denúncia de matança de civis por tropas dos EUA surgiu ontem. 
3	STR	1067	21618	1	A nova denúncia complica ainda mais a situação dos militares americanos no Iraque. 
3	STR	1067	21619	3	Um vídeo gravado após uma operação militar dos EUA em 15 de março na vila de Ishaqi mostra o resultado da operação: 
3	STR	1067	21620	3	Corpos de crianças e adultos iraquianos todos furados de balas. 
3	STR	1067	21621	3	Alguns corpos têm tiros na cabeça. 
3	STR	1067	21622	3	A vila de Ishaqi fica a 80 quilômetros ao norte de Bagdá. 
3	STR	1067	21623	5	A conclusão da investigação do exército sobre o caso afirma que as acusações de homicídio doloso eram "infundadas". 
3	STR	1067	21624	5	A conclusão da investigação vazou para a imprensa. 
3	STR	1067	21625	5	Homicídio doloso é aquele praticado com intenção de matar. 
3	STR	1067	21626	5	-- Parece que o assassinato de civis iraquianos transformou-se em um fenômeno comum e banal -- disse o presidente da Associação Iraquiana dos Direitos Humanos. 
3	STR	1067	21627	5	O presidente é Muayed al-Anbaki. 
3	STR	1067	21628	7	A rede britânica BBC exibiu trechos do vídeo. 
3	STR	1067	21629	7	Os trechos do vídeo mostram uma fileira de corpos com ferimentos claramente provocados por tiros. 
3	STR	1067	21630	7	Mais cedo, o primeiro-ministro iraquiano havia criticado os EUA. 
3	STR	1067	21631	7	O primeiro-ministro iraquiano é Nouri al-Maliki. 
3	STR	1067	21632	7	Nouri al-Maliki criticou os EUA por causa da morte de 24 civis desarmados na cidade de Haditha em novembro. 
3	STR	1067	21633	7	Toda a operação teria sido preparada para vingar a morte de um companheiro em um atentado a bomba. 
3	STR	1067	21634	7	O primeiro-ministro classificou a operação de "crime horrível". 
3	STR	1067	21635	9	O comando das forças armadas ordenou uma investigação sobre o incidente. 
3	STR	1067	21636	9	Além disso, o comando das forças armadas ordenou que todos os soldados recebam treinamento extra sobre "padrões morais, éticos e legais no campo de batalha". 
3	STR	1067	21637	9	Isso dificilmente conterá a grande quantidade de denúncias que ameaça enfraquecer o novo governo iraquiano. 
3	STR	1067	21638	9	Isso dificilmente conterá a grande quantidade de denúncias que ameaça o apoio do público dos EUA à guerra iniciada pelo presidente George W Bush. 
3	STR	1067	21639	11	Os militares dos EUA anunciaram que houve um confronto entre os fuzileiros e alguém que achavam que era integrante da Al-Qaeda na época da operação em Ishaqi. 
3	STR	1067	21640	11	Uma casa desabou no meio da troca de tiros, matando o suspeito, duas mulheres e uma criança. 
3	STR	1067	21641	11	Mas um vídeo de um cinegrafista da agência de notícias Associated Press já mostrava pelo menos cinco crianças mortas. 
3	STR	1067	21642	11	O vídeo foi divulgado no mesmo dia. 
3	STR	1067	21643	11	Um adulto e quatro crianças têm marcas claras de tiros na cabeça. 
3	STR	1067	21644	11	Isso reforça a tese de execuções. 
3	STR	1067	21645	11	Moradores do local afirmam que 11 pessoas foram mortas. 
3	STR	1067	21646	11	Moradores do local garantem que isso ocorreu antes de a casa ser destruída. 
3	STR	1067	21647	13	Nos EUA, um sargento envolvido no escândalo da penitenciária de Abu Ghraib escapou da pena de prisão. 
3	STR	1067	21648	13	Ele foi considerado culpado de ameaçar um dos prisioneiros com um cachorro sem focinheira. 
3	STR	1067	21649	13	Ele foi considerado culpado de falta de cuidado no cumprimento do dever. 
3	STR	1067	21650	13	Ele foi condenado a baixar de posto no exército. 
3	STR	1067	21651	13	Ele foi condenado ontem por um tribunal militar a 90 dias de trabalho forçado sem prisão. 
4	ORI	125	2107	1	Estatísticas de março indicam que o roubo de carros é um crime resistente às ações policiais. 
4	ORI	125	2108	2	Blitze, barreiras e operações em profusão foram insuficientes para conter um crescimento de 11,12% em relação a março de 2006. 
4	ORI	125	2109	2	O aumento de casos frustrou expectativas e fez as autoridades reverem estratégias. 
4	ORI	125	2110	3	O secretário da Segurança Pública, Enio Bacci, disse que o aumento está ligado à legislação branda contra desmanches, ao aumento da frota e ao chamado golpe do seguro -- quando o dono vende o carro a bandidos e recebe um novo da seguradora, mas reconheceu que precisa ajustar a repressão. 
4	ORI	125	2111	4	-- Propomos mudanças na legislação, com a numeração das peças dos carros que vão para desmanches. 
4	ORI	125	2112	4	Estamos cadastrando ferros-velhos, mas não tivemos um trabalho forte contra a clonagem e agora vamos atacar para valer -- admitiu Bacci. 
4	ORI	125	2113	5	O secretário estimou que a clonagem pode ser o destino de até 40% dos veículos roubados. 
4	ORI	125	2114	5	Segundo ele, foram identificados pontos de clonagem na Região Metropolitana, que serão desarticulados em breve. 
4	ORI	125	2115	5	Um deles teria a participação de policiais civis e militares que dariam proteção aos bandidos. 
4	ORI	125	2116	6	Outra forma para combater o crime deverá contar com a ajuda de ladrões de carro. 
4	ORI	125	2117	6	Bacci pretende oferecer recompensa, a chamada delação premiada, a bandidos que colaborarem com as investigações para desarticular as grandes quadrilhas. 
