production_id	level	text_id_from	sentence_id_from	text_id_to	sentence_id_to
2	ORI->NAT	94	1593	105	1769
2	ORI->NAT	94	1593	105	1770
2	ORI->NAT	94	1594	105	1771
2	ORI->NAT	94	1595	105	1772
2	ORI->NAT	94	1595	105	1773
2	ORI->NAT	94	1596	105	1774
2	ORI->NAT	94	1597	105	1775
2	ORI->NAT	94	1598	105	1776
2	ORI->NAT	94	1599	105	1777
2	ORI->NAT	94	1600	105	1778
2	ORI->NAT	94	1600	105	1779
2	ORI->NAT	94	1601	105	1780
2	ORI->NAT	94	1602	105	1781
2	ORI->NAT	94	1602	105	1782
2	ORI->NAT	94	1602	105	1783
2	ORI->NAT	94	1603	105	1784
2	ORI->NAT	94	1604	105	1785
2	ORI->NAT	94	1605	105	1786
2	ORI->NAT	94	1606	105	1787
2	ORI->NAT	94	1607	105	1788
2	NAT->STR	105	1754	109	1836
2	NAT->STR	105	1755	109	1837
2	NAT->STR	105	1756	109	1838
2	NAT->STR	105	1757	109	1839
2	NAT->STR	105	1758	109	1840
2	NAT->STR	105	1759	109	1841
2	NAT->STR	105	1760	109	1842
2	NAT->STR	105	1761	109	1843
2	NAT->STR	105	1762	109	1844
2	NAT->STR	105	1763	109	1845
2	NAT->STR	105	1764	109	1846
2	NAT->STR	105	1765	109	1847
2	NAT->STR	105	1766	109	1848
2	NAT->STR	105	1767	109	1849
2	NAT->STR	105	1768	109	1850
2	NAT->STR	105	1769	109	1851
2	NAT->STR	105	1770	109	1852
2	NAT->STR	105	1771	109	1853
2	NAT->STR	105	1772	109	1854
2	NAT->STR	105	1773	109	1855
2	NAT->STR	105	1774	109	1856
2	NAT->STR	105	1775	109	1857
2	NAT->STR	105	1776	109	1858
2	NAT->STR	105	1777	109	1859
2	NAT->STR	105	1778	109	1860
2	NAT->STR	105	1779	109	1861
2	NAT->STR	105	1780	109	1862
2	NAT->STR	105	1781	109	1863
2	NAT->STR	105	1782	109	1864
2	NAT->STR	105	1783	109	1865
2	NAT->STR	105	1784	109	1866
2	NAT->STR	105	1785	109	1867
2	NAT->STR	105	1786	109	1868
2	NAT->STR	105	1786	109	1869
2	NAT->STR	105	1787	109	1870
2	NAT->STR	105	1788	109	1871
2	NAT->STR	105	1788	109	1872
3	ORI->NAT	110	1873	120	1996
3	ORI->NAT	110	1874	120	1997
3	ORI->NAT	110	1874	120	1998
3	ORI->NAT	110	1875	120	1999
3	ORI->NAT	110	1875	120	2000
3	ORI->NAT	110	1876	120	2001
3	ORI->NAT	110	1876	120	2002
3	ORI->NAT	110	1876	120	2003
3	ORI->NAT	110	1877	120	2004
3	ORI->NAT	110	1878	120	2005
3	ORI->NAT	110	1878	120	2006
3	ORI->NAT	110	1879	120	2007
3	ORI->NAT	110	1879	120	2008
3	ORI->NAT	110	1879	120	2009
3	ORI->NAT	110	1880	120	2010
3	ORI->NAT	110	1881	120	2011
3	ORI->NAT	110	1882	120	2012
3	ORI->NAT	110	1882	120	2013
3	ORI->NAT	110	1883	120	2014
3	ORI->NAT	110	1883	120	2015
3	ORI->NAT	110	1884	120	2016
3	ORI->NAT	110	1885	120	2017
3	ORI->NAT	110	1886	120	2018
3	ORI->NAT	110	1886	120	2019
3	ORI->NAT	110	1887	120	2020
3	ORI->NAT	110	1887	120	2021
3	ORI->NAT	110	1888	120	2022
3	ORI->NAT	110	1888	120	2023
3	ORI->NAT	110	1889	120	2024
3	ORI->NAT	110	1890	120	2025
3	ORI->NAT	110	1890	120	2026
3	ORI->NAT	110	1890	120	2027
3	ORI->NAT	110	1890	120	2028
3	NAT->STR	120	1996	1067	21617
3	NAT->STR	120	1996	1067	21618
3	NAT->STR	120	1997	1067	21619
3	NAT->STR	120	1998	1067	21620
3	NAT->STR	120	1999	1067	21621
3	NAT->STR	120	2000	1067	21622
3	NAT->STR	120	2001	1067	21623
3	NAT->STR	120	2002	1067	21624
3	NAT->STR	120	2003	1067	21625
3	NAT->STR	120	2004	1067	21626
3	NAT->STR	120	2004	1067	21627
3	NAT->STR	120	2005	1067	21628
3	NAT->STR	120	2006	1067	21629
3	NAT->STR	120	2007	1067	21630
3	NAT->STR	120	2008	1067	21631
3	NAT->STR	120	2009	1067	21632
3	NAT->STR	120	2010	1067	21633
3	NAT->STR	120	2011	1067	21634
3	NAT->STR	120	2012	1067	21635
3	NAT->STR	120	2013	1067	21636
3	NAT->STR	120	2014	1067	21637
3	NAT->STR	120	2015	1067	21638
3	NAT->STR	120	2016	1067	21639
3	NAT->STR	120	2017	1067	21640
3	NAT->STR	120	2018	1067	21641
3	NAT->STR	120	2019	1067	21642
3	NAT->STR	120	2020	1067	21643
3	NAT->STR	120	2021	1067	21644
3	NAT->STR	120	2022	1067	21645
3	NAT->STR	120	2023	1067	21646
3	NAT->STR	120	2024	1067	21647
3	NAT->STR	120	2025	1067	21648
3	NAT->STR	120	2026	1067	21649
3	NAT->STR	120	2027	1067	21650
3	NAT->STR	120	2028	1067	21651
4	ORI->NAT	125	2107	130	2209
4	ORI->NAT	125	2108	130	2210
4	ORI->NAT	125	2109	130	2211
4	ORI->NAT	125	2109	130	2212
4	ORI->NAT	125	2110	130	2213
4	ORI->NAT	125	2110	130	2214
4	ORI->NAT	125	2110	130	2215
4	ORI->NAT	125	2110	130	2216
4	ORI->NAT	125	2111	130	2217
4	ORI->NAT	125	2112	130	2218
4	ORI->NAT	125	2112	130	2219
4	ORI->NAT	125	2113	130	2220
4	ORI->NAT	125	2114	130	2221
4	ORI->NAT	125	2114	130	2222
4	ORI->NAT	125	2115	130	2223
4	ORI->NAT	125	2115	130	2224
4	ORI->NAT	125	2116	130	2225
4	ORI->NAT	125	2117	130	2226
4	ORI->NAT	125	2117	130	2227
4	ORI->NAT	125	2118	130	2228
4	ORI->NAT	125	2119	130	2229
4	ORI->NAT	125	2119	130	2230
4	ORI->NAT	125	2120	130	2230
4	ORI->NAT	125	2121	130	2231
4	ORI->NAT	125	2121	130	2232
4	ORI->NAT	125	2121	130	2233
4	ORI->NAT	125	2122	130	2234
4	ORI->NAT	125	2122	130	2235
4	ORI->NAT	125	2123	130	2236
4	ORI->NAT	125	2123	130	2237
4	ORI->NAT	125	2124	130	2238
4	ORI->NAT	125	2125	130	2239
4	ORI->NAT	125	2125	130	2240
4	ORI->NAT	125	2125	130	2241
4	ORI->NAT	125	2125	130	2242
4	ORI->NAT	125	2126	130	2243
4	ORI->NAT	125	2127	130	2244
4	ORI->NAT	125	2127	130	2245
4	ORI->NAT	125	2128	130	2246
4	ORI->NAT	125	2129	130	2247
4	ORI->NAT	125	2129	130	2248
4	NAT->STR	130	2209	133	2329
4	NAT->STR	130	2210	133	2330
4	NAT->STR	130	2211	133	2331
4	NAT->STR	130	2212	133	2332
4	NAT->STR	130	2213	133	2333
4	NAT->STR	130	2214	133	2334
4	NAT->STR	130	2215	133	2335
4	NAT->STR	130	2216	133	2336
4	NAT->STR	130	2217	133	2337
4	NAT->STR	130	2217	133	2338
4	NAT->STR	130	2218	133	2339
4	NAT->STR	130	2218	133	2340
4	NAT->STR	130	2219	133	2341
4	NAT->STR	130	2220	133	2342
4	NAT->STR	130	2221	133	2343
4	NAT->STR	130	2222	133	2344
4	NAT->STR	130	2223	133	2345
4	NAT->STR	130	2224	133	2346
4	NAT->STR	130	2225	133	2347
4	NAT->STR	130	2226	133	2348
4	NAT->STR	130	2227	133	2349
4	NAT->STR	130	2228	133	2350
4	NAT->STR	130	2229	133	2351
4	NAT->STR	130	2229	133	2352
4	NAT->STR	130	2229	133	2353
4	NAT->STR	130	2230	133	2354
4	NAT->STR	130	2231	133	2355
4	NAT->STR	130	2232	133	2356
4	NAT->STR	130	2233	133	2357
4	NAT->STR	130	2234	133	2358
4	NAT->STR	130	2234	133	2359
4	NAT->STR	130	2235	133	2360
4	NAT->STR	130	2236	133	2361
4	NAT->STR	130	2237	133	2362
4	NAT->STR	130	2238	133	2363
4	NAT->STR	130	2239	133	2364
4	NAT->STR	130	2240	133	2365
4	NAT->STR	130	2241	133	2366
4	NAT->STR	130	2242	133	2367
4	NAT->STR	130	2243	133	2368
4	NAT->STR	130	2244	133	2369
4	NAT->STR	130	2245	133	2370
4	NAT->STR	130	2246	133	2371
4	NAT->STR	130	2247	133	2372
4	NAT->STR	130	2248	133	2373
5	ORI->NAT	134	2374	146	2593
5	ORI->NAT	134	2374	146	2594
5	ORI->NAT	134	2375	146	2595
5	ORI->NAT	134	2376	146	2596
5	ORI->NAT	134	2377	146	2597
5	ORI->NAT	134	2377	146	2598
5	ORI->NAT	134	2377	146	2599
5	ORI->NAT	134	2377	146	2600
5	ORI->NAT	134	2378	146	2601
5	ORI->NAT	134	2379	146	2602
5	ORI->NAT	134	2379	146	2603
5	ORI->NAT	134	2380	146	2604
5	ORI->NAT	134	2380	146	2605
5	ORI->NAT	134	2381	146	2606
5	ORI->NAT	134	2381	146	2607
5	ORI->NAT	134	2382	146	2608
5	ORI->NAT	134	2382	146	2609
5	ORI->NAT	134	2383	146	2610
5	ORI->NAT	134	2384	146	2611
5	ORI->NAT	134	2385	146	2612
5	ORI->NAT	134	2386	146	2613
5	ORI->NAT	134	2387	146	2614
5	ORI->NAT	134	2387	146	2615
5	ORI->NAT	134	2388	146	2616
5	ORI->NAT	134	2389	146	2617
5	ORI->NAT	134	2390	146	2618
5	ORI->NAT	134	2390	146	2619
5	ORI->NAT	134	2391	146	2620
5	ORI->NAT	134	2392	146	2621
5	ORI->NAT	134	2393	146	2622
5	ORI->NAT	134	2394	146	2623
5	ORI->NAT	134	2394	146	2624
5	ORI->NAT	134	2395	146	2625
5	NAT->STR	146	2593	1069	21686
5	NAT->STR	146	2594	1069	21687
5	NAT->STR	146	2595	1069	21688
5	NAT->STR	146	2595	1069	21689
5	NAT->STR	146	2596	1069	21690
5	NAT->STR	146	2597	1069	21691
5	NAT->STR	146	2598	1069	21692
5	NAT->STR	146	2599	1069	21693
5	NAT->STR	146	2600	1069	21694
5	NAT->STR	146	2601	1069	21695
5	NAT->STR	146	2602	1069	21696
5	NAT->STR	146	2603	1069	21697
5	NAT->STR	146	2604	1069	21698
5	NAT->STR	146	2605	1069	21699
5	NAT->STR	146	2606	1069	21700
5	NAT->STR	146	2607	1069	21701
5	NAT->STR	146	2608	1069	21702
5	NAT->STR	146	2609	1069	21703
5	NAT->STR	146	2610	1069	21704
5	NAT->STR	146	2611	1069	21705
5	NAT->STR	146	2612	1069	21706
5	NAT->STR	146	2613	1069	21707
5	NAT->STR	146	2614	1069	21708
5	NAT->STR	146	2615	1069	21709
5	NAT->STR	146	2616	1069	21710
5	NAT->STR	146	2617	1069	21711
5	NAT->STR	146	2618	1069	21712
5	NAT->STR	146	2619	1069	21713
5	NAT->STR	146	2620	1069	21714
5	NAT->STR	146	2621	1069	21715
5	NAT->STR	146	2622	1069	21716
5	NAT->STR	146	2623	1069	21717
5	NAT->STR	146	2624	1069	21718
5	NAT->STR	146	2625	1069	21719
6	ORI->NAT	148	2660	156	2791
6	ORI->NAT	148	2661	156	2792
6	ORI->NAT	148	2662	156	2793
6	ORI->NAT	148	2663	156	2794
6	ORI->NAT	148	2664	156	2795
6	ORI->NAT	148	2665	156	2796
6	ORI->NAT	148	2666	156	2797
6	ORI->NAT	148	2666	156	2798
6	ORI->NAT	148	2667	156	2799
6	ORI->NAT	148	2667	156	2800
6	ORI->NAT	148	2667	156	2801
6	ORI->NAT	148	2668	156	2802
6	ORI->NAT	148	2668	156	2803
6	ORI->NAT	148	2669	156	2804
6	ORI->NAT	148	2670	156	2805
6	ORI->NAT	148	2670	156	2806
6	ORI->NAT	148	2671	156	2807
6	ORI->NAT	148	2671	156	2808
6	ORI->NAT	148	2672	156	2809
6	ORI->NAT	148	2672	156	2810
6	ORI->NAT	148	2673	156	2811
6	ORI->NAT	148	2674	156	2812
6	ORI->NAT	148	2675	156	2813
6	ORI->NAT	148	2676	156	2814
6	ORI->NAT	148	2677	156	2815
6	ORI->NAT	148	2677	156	2816
6	ORI->NAT	148	2678	156	2817
6	ORI->NAT	148	2678	156	2818
6	ORI->NAT	148	2679	156	2819
6	ORI->NAT	148	2679	156	2820
6	ORI->NAT	148	2680	156	2821
6	ORI->NAT	148	2681	156	2822
6	ORI->NAT	148	2682	156	2823
6	ORI->NAT	148	2683	156	2824
6	ORI->NAT	148	2683	156	2825
6	NAT->STR	156	2791	1070	21720
6	NAT->STR	156	2792	1070	21721
6	NAT->STR	156	2793	1070	21722
6	NAT->STR	156	2794	1070	21723
6	NAT->STR	156	2795	1070	21724
6	NAT->STR	156	2796	1070	21725
6	NAT->STR	156	2797	1070	21726
6	NAT->STR	156	2798	1070	21727
6	NAT->STR	156	2799	1070	21728
6	NAT->STR	156	2800	1070	21729
6	NAT->STR	156	2801	1070	21730
6	NAT->STR	156	2802	1070	21731
6	NAT->STR	156	2802	1070	21732
6	NAT->STR	156	2803	1070	21733
6	NAT->STR	156	2804	1070	21734
6	NAT->STR	156	2805	1070	21735
6	NAT->STR	156	2806	1070	21736
6	NAT->STR	156	2807	1070	21737
6	NAT->STR	156	2808	1070	21738
6	NAT->STR	156	2809	1070	21739
6	NAT->STR	156	2810	1070	21740
6	NAT->STR	156	2811	1070	21741
6	NAT->STR	156	2812	1070	21742
6	NAT->STR	156	2813	1070	21743
6	NAT->STR	156	2814	1070	21744
6	NAT->STR	156	2815	1070	21745
6	NAT->STR	156	2816	1070	21746
6	NAT->STR	156	2817	1070	21747
6	NAT->STR	156	2818	1070	21748
6	NAT->STR	156	2819	1070	21749
6	NAT->STR	156	2820	1070	21750
6	NAT->STR	156	2821	1070	21751
6	NAT->STR	156	2822	1070	21752
6	NAT->STR	156	2823	1070	21753
6	NAT->STR	156	2824	1070	21754
6	NAT->STR	156	2825	1070	21755
7	ORI->NAT	47	831	52	922
7	ORI->NAT	47	832	52	923
7	ORI->NAT	47	832	52	924
7	ORI->NAT	47	833	52	925
7	ORI->NAT	47	833	52	926
7	ORI->NAT	47	834	52	927
7	ORI->NAT	47	835	52	928
7	ORI->NAT	47	835	52	929
7	ORI->NAT	47	836	52	930
7	ORI->NAT	47	836	52	931
7	ORI->NAT	47	837	52	932
7	ORI->NAT	47	838	52	933
7	ORI->NAT	47	839	52	934
7	ORI->NAT	47	839	52	935
7	ORI->NAT	47	840	52	936
7	ORI->NAT	47	841	52	937
7	ORI->NAT	47	842	52	938
7	ORI->NAT	47	842	52	939
7	ORI->NAT	47	842	52	940
7	ORI->NAT	47	842	52	941
7	ORI->NAT	47	843	52	942
7	ORI->NAT	47	843	52	943
7	ORI->NAT	47	844	52	944
7	ORI->NAT	47	844	52	945
7	ORI->NAT	47	845	52	946
7	ORI->NAT	47	845	52	947
7	ORI->NAT	47	846	52	948
7	ORI->NAT	47	847	52	949
7	ORI->NAT	47	847	52	950
7	ORI->NAT	47	848	52	951
7	ORI->NAT	47	848	52	952
7	ORI->NAT	47	848	52	953
7	ORI->NAT	47	849	52	954
7	ORI->NAT	47	850	52	955
7	ORI->NAT	47	851	52	956
7	ORI->NAT	47	851	52	957
7	ORI->NAT	47	852	52	958
7	ORI->NAT	47	853	52	959
7	ORI->NAT	47	854	52	960
7	ORI->NAT	47	854	52	961
7	ORI->NAT	47	855	52	962
7	NAT->STR	52	922	1071	21756
7	NAT->STR	52	923	1071	21757
7	NAT->STR	52	924	1071	21758
7	NAT->STR	52	925	1071	21759
7	NAT->STR	52	926	1071	21760
7	NAT->STR	52	927	1071	21761
7	NAT->STR	52	927	1071	21762
7	NAT->STR	52	928	1071	21763
7	NAT->STR	52	929	1071	21764
7	NAT->STR	52	930	1071	21765
7	NAT->STR	52	931	1071	21766
7	NAT->STR	52	932	1071	21767
7	NAT->STR	52	933	1071	21768
7	NAT->STR	52	934	1071	21769
7	NAT->STR	52	934	1071	21770
7	NAT->STR	52	935	1071	21771
7	NAT->STR	52	936	1071	21772
7	NAT->STR	52	936	1071	21773
7	NAT->STR	52	937	1071	21774
7	NAT->STR	52	937	1071	21775
7	NAT->STR	52	938	1071	21776
7	NAT->STR	52	939	1071	21777
7	NAT->STR	52	940	1071	21778
7	NAT->STR	52	941	1071	21779
7	NAT->STR	52	942	1071	21780
7	NAT->STR	52	943	1071	21781
7	NAT->STR	52	944	1071	21782
7	NAT->STR	52	945	1071	21783
7	NAT->STR	52	946	1071	21784
7	NAT->STR	52	946	1071	21785
7	NAT->STR	52	947	1071	21786
7	NAT->STR	52	948	1071	21787
7	NAT->STR	52	949	1071	21788
7	NAT->STR	52	950	1071	21789
7	NAT->STR	52	950	1071	21790
7	NAT->STR	52	951	1071	21791
7	NAT->STR	52	952	1071	21792
7	NAT->STR	52	953	1071	21793
7	NAT->STR	52	954	1071	21794
7	NAT->STR	52	955	1071	21795
7	NAT->STR	52	956	1071	21796
7	NAT->STR	52	957	1071	21797
7	NAT->STR	52	958	1071	21798
7	NAT->STR	52	959	1071	21799
7	NAT->STR	52	960	1071	21800
7	NAT->STR	52	961	1071	21801
7	NAT->STR	52	962	1071	21802
7	NAT->STR	52	962	1071	21803
7	NAT->STR	52	963	1071	21804
9	ORI->NAT	162	2937	169	3019
9	ORI->NAT	162	2938	169	3020
9	ORI->NAT	162	2939	169	3021
9	ORI->NAT	162	2939	169	3022
9	ORI->NAT	162	2940	169	3023
9	ORI->NAT	162	2941	169	3024
9	ORI->NAT	162	2941	169	3025
9	ORI->NAT	162	2942	169	3026
9	ORI->NAT	162	2943	169	3027
9	ORI->NAT	162	2944	169	3028
9	ORI->NAT	162	2945	169	3029
9	ORI->NAT	162	2945	169	3030
9	ORI->NAT	162	2946	169	3031
9	ORI->NAT	162	2947	169	3032
9	ORI->NAT	162	2947	169	3033
9	ORI->NAT	162	2948	169	3034
9	ORI->NAT	162	2949	169	3035
9	ORI->NAT	162	2950	169	3036
9	ORI->NAT	162	2950	169	3037
9	ORI->NAT	162	2951	169	3038
9	ORI->NAT	162	2951	169	3039
9	ORI->NAT	162	2951	169	3040
9	ORI->NAT	162	2952	169	3041
9	NAT->STR	169	3019	1072	21805
9	NAT->STR	169	3020	1072	21806
9	NAT->STR	169	3021	1072	21807
9	NAT->STR	169	3022	1072	21808
9	NAT->STR	169	3022	1072	21809
9	NAT->STR	169	3023	1072	21810
9	NAT->STR	169	3024	1072	21811
9	NAT->STR	169	3025	1072	21812
9	NAT->STR	169	3026	1072	21813
9	NAT->STR	169	3027	1072	21814
9	NAT->STR	169	3027	1072	21815
9	NAT->STR	169	3028	1072	21816
9	NAT->STR	169	3029	1072	21817
9	NAT->STR	169	3029	1072	21818
9	NAT->STR	169	3030	1072	21819
9	NAT->STR	169	3030	1072	21820
9	NAT->STR	169	3031	1072	21821
9	NAT->STR	169	3032	1072	21822
9	NAT->STR	169	3033	1072	21823
9	NAT->STR	169	3034	1072	21824
9	NAT->STR	169	3035	1072	21825
9	NAT->STR	169	3036	1072	21826
9	NAT->STR	169	3037	1072	21827
9	NAT->STR	169	3038	1072	21828
9	NAT->STR	169	3039	1072	21829
9	NAT->STR	169	3040	1072	21830
9	NAT->STR	169	3041	1072	21831
9	NAT->STR	169	3041	1072	21832
10	ORI->NAT	12	200	59	1112
10	ORI->NAT	12	201	59	1113
10	ORI->NAT	12	201	59	1114
10	ORI->NAT	12	201	59	1115
10	ORI->NAT	12	202	59	1116
10	ORI->NAT	12	202	59	1117
10	ORI->NAT	12	203	59	1118
10	ORI->NAT	12	204	59	1119
10	ORI->NAT	12	204	59	1120
10	ORI->NAT	12	205	59	1121
10	ORI->NAT	12	206	59	1122
10	ORI->NAT	12	207	59	1123
10	ORI->NAT	12	208	59	1124
10	ORI->NAT	12	209	59	1125
10	ORI->NAT	12	210	59	1126
10	ORI->NAT	12	210	59	1127
10	ORI->NAT	12	210	59	1128
10	ORI->NAT	12	211	59	1129
10	ORI->NAT	12	212	59	1130
10	ORI->NAT	12	213	59	1131
10	ORI->NAT	12	213	59	1132
10	ORI->NAT	12	214	59	1133
10	ORI->NAT	12	214	59	1134
10	ORI->NAT	12	214	59	1135
10	ORI->NAT	12	215	59	1136
10	ORI->NAT	12	216	59	1137
10	ORI->NAT	12	216	59	1138
10	ORI->NAT	12	216	59	1139
10	NAT->STR	59	1112	61	1147
10	NAT->STR	59	1112	61	1148
10	NAT->STR	59	1113	61	1149
10	NAT->STR	59	1114	61	1150
10	NAT->STR	59	1115	61	1151
10	NAT->STR	59	1116	61	1152
10	NAT->STR	59	1117	61	1153
10	NAT->STR	59	1118	61	1154
10	NAT->STR	59	1119	61	1155
10	NAT->STR	59	1120	61	1156
10	NAT->STR	59	1121	61	1157
10	NAT->STR	59	1122	61	1158
10	NAT->STR	59	1123	61	1159
10	NAT->STR	59	1124	61	1160
10	NAT->STR	59	1125	61	1161
10	NAT->STR	59	1126	61	1162
10	NAT->STR	59	1127	61	1163
10	NAT->STR	59	1128	61	1164
10	NAT->STR	59	1129	61	1165
10	NAT->STR	59	1130	61	1166
10	NAT->STR	59	1131	61	1167
10	NAT->STR	59	1132	61	1168
10	NAT->STR	59	1133	61	1169
10	NAT->STR	59	1134	61	1170
10	NAT->STR	59	1135	61	1171
10	NAT->STR	59	1136	61	1172
10	NAT->STR	59	1137	61	1173
10	NAT->STR	59	1138	61	1174
10	NAT->STR	59	1139	61	1175
12	ORI->NAT	177	3156	240	4314
12	ORI->NAT	177	3156	240	4315
12	ORI->NAT	177	3157	240	4316
12	ORI->NAT	177	3158	240	4317
12	ORI->NAT	177	3158	240	4318
12	ORI->NAT	177	3159	240	4319
12	ORI->NAT	177	3160	240	4320
12	ORI->NAT	177	3160	240	4321
12	ORI->NAT	177	3161	240	4322
12	ORI->NAT	177	3161	240	4323
12	ORI->NAT	177	3161	240	4324
12	ORI->NAT	177	3162	240	4325
12	ORI->NAT	177	3163	240	4326
12	ORI->NAT	177	3164	240	4327
12	ORI->NAT	177	3165	240	4328
12	ORI->NAT	177	3166	240	4329
12	ORI->NAT	177	3167	240	4330
12	ORI->NAT	177	3167	240	4331
12	ORI->NAT	177	3168	240	4332
12	ORI->NAT	177	3169	240	4333
12	ORI->NAT	177	3170	240	4334
12	ORI->NAT	177	3171	240	4335
12	ORI->NAT	177	3172	240	4336
12	ORI->NAT	177	3173	240	4337
12	ORI->NAT	177	3174	240	4338
12	ORI->NAT	177	3175	240	4339
12	NAT->STR	240	4314	1073	21833
12	NAT->STR	240	4315	1073	21834
12	NAT->STR	240	4316	1073	21835
12	NAT->STR	240	4317	1073	21836
12	NAT->STR	240	4318	1073	21837
12	NAT->STR	240	4319	1073	21838
12	NAT->STR	240	4320	1073	21839
12	NAT->STR	240	4321	1073	21840
12	NAT->STR	240	4322	1073	21841
12	NAT->STR	240	4323	1073	21842
12	NAT->STR	240	4324	1073	21843
12	NAT->STR	240	4325	1073	21844
12	NAT->STR	240	4326	1073	21845
12	NAT->STR	240	4327	1073	21846
12	NAT->STR	240	4328	1073	21847
12	NAT->STR	240	4329	1073	21848
12	NAT->STR	240	4330	1073	21849
12	NAT->STR	240	4331	1073	21850
12	NAT->STR	240	4332	1073	21851
12	NAT->STR	240	4333	1073	21852
12	NAT->STR	240	4334	1073	21853
12	NAT->STR	240	4335	1073	21854
12	NAT->STR	240	4336	1073	21855
12	NAT->STR	240	4337	1073	21856
12	NAT->STR	240	4338	1073	21857
12	NAT->STR	240	4339	1073	21858
13	ORI->NAT	209	3767	212	3822
13	ORI->NAT	209	3768	212	3823
13	ORI->NAT	209	3769	212	3824
13	ORI->NAT	209	3769	212	3825
13	ORI->NAT	209	3769	212	3826
13	ORI->NAT	209	3770	212	3827
13	ORI->NAT	209	3771	212	3828
13	ORI->NAT	209	3771	212	3829
13	ORI->NAT	209	3772	212	3830
13	ORI->NAT	209	3772	212	3831
13	ORI->NAT	209	3772	212	3832
13	ORI->NAT	209	3772	212	3833
13	ORI->NAT	209	3772	212	3834
13	ORI->NAT	209	3773	212	3835
13	ORI->NAT	209	3773	212	3836
13	ORI->NAT	209	3773	212	3837
13	ORI->NAT	209	3774	212	3838
13	ORI->NAT	209	3774	212	3839
13	ORI->NAT	209	3775	212	3840
13	ORI->NAT	209	3775	212	3841
13	ORI->NAT	209	3776	212	3842
13	ORI->NAT	209	3777	212	3843
13	ORI->NAT	209	3778	212	3844
13	ORI->NAT	209	3779	212	3845
13	ORI->NAT	209	3780	212	3846
13	ORI->NAT	209	3781	212	3847
13	ORI->NAT	209	3782	212	3848
13	ORI->NAT	209	3782	212	3849
13	ORI->NAT	209	3782	212	3850
13	ORI->NAT	209	3782	212	3851
13	ORI->NAT	209	3783	212	3852
13	ORI->NAT	209	3783	212	3853
13	ORI->NAT	209	3784	212	3854
13	ORI->NAT	209	3784	212	3855
13	NAT->STR	212	3822	1074	21859
13	NAT->STR	212	3823	1074	21860
13	NAT->STR	212	3823	1074	21861
13	NAT->STR	212	3824	1074	21862
13	NAT->STR	212	3825	1074	21863
13	NAT->STR	212	3826	1074	21864
13	NAT->STR	212	3827	1074	21865
13	NAT->STR	212	3828	1074	21866
13	NAT->STR	212	3829	1074	21867
