production_id	level	changed	split	sentence_text_from	sentence_text_to
1	ORI->STR	S	S	Silva adquiriu uma tela de retenção com 150 metros, que deve ser instalada para isolar o trecho da barragem mais usado pelos banhistas, com 3,7 mil hectares de área.	O lugar tem 3,7 mil hectares de área.
2	ORI->STR	S	S	Além de ressuscitar o debate sobre a obrigatoriedade de um traje padrão entre os alunos e reacender a preocupação com a escassez de recursos públicos, a proposta cria uma discussão sobre a incorporação do boné no kit obrigatório.	A proposta cria uma discussão sobre a inclusão do boné no uniforme obrigatório.
2	ORI->STR	S	N	Se a idéia for aprovada, os estudantes receberão dois conjuntos anuais, completados por calçado, meias, calça e camiseta.	Se a idéia for aprovada, os alunos receberão dois conjuntos anuais, completados com calçado, meias, calça e camiseta.
2	ORI->STR	S	S	Como será comprado em quantidade, o boné sairá por R$ 1 ou R$ 2.	Com isso, o boné custará R$ 1 ou R$ 2.
2	ORI->STR	S	S	A divergência ocorre porque educadores como Helvécio Aguiar, da Faculdade de Educação da Universidade Federal do Rio Grande do Sul (UFRGS), afirmam que a peça é desnecessária no uniforme obrigatório.	O desentendimento ocorre porque educadores como Helvécio Aguiar afirmam que o boné não é necessário no uniforme obrigatório.
2	ORI->STR	S	N	Na Federação das Associações de Municípios do RS (Famurs) e na Secretaria Estadual de Educação (Sec), a preocupação reside em outro ponto.	A preocupação da Federação das Associações de Municípios do RS (Famurs) e da Secretaria Estadual de Educação (Sec) é outra.
2	ORI->STR	S	N	Eles se inquietam com a fonte para custear os gastos milionários com a medida.	A preocupação é com o dinheiro para pagar os gastos de milhões de reais com os bonés.
2	ORI->STR	S	S	O projeto prevê a criação do Programa Nacional de Uniforme Escolar para que o Palácio do Planalto ajude Estados e municípios, mas mantém as dúvidas se as verbas serão suficientes.	O projeto prevê a criação do Programa Nacional de Uniforme Escolar para que o governo federal ajude Estados e municípios.
2	ORI->STR	S	N	Não fosse o aspecto financeiro, o projeto teria o apoio incondicional de Balzano e do presidente da Famurs, Flávio Luiz Lammel.	Se não fosse o problema de dinheiro, o projeto teria o apoio total de Balzano e do presidente da Famurs.
2	ORI->STR	S	S	Com a oferta do uniforme, as escolas públicas poderão torná-lo obrigatório, o que eliminaria a roupa como um indicador de diferenças sociais nas escolas e não criaria constrangimento aos alunos mais pobres.	Se o uniforme for oferecido, as escolas públicas poderão torná-lo obrigatório.
2	ORI->STR	S	S	Com a oferta do uniforme, as escolas públicas poderão torná-lo obrigatório, o que eliminaria a roupa como um indicador de diferenças sociais nas escolas e não criaria constrangimento aos alunos mais pobres.	Com isso, a roupa deixaria de ser um indicador de diferenças sociais nas escolas e não criaria vergonha nos alunos mais pobres.
2	ORI->STR	S	N	O foco principal da resistência vem dos próprios estudantes:	A principal resistência vem dos próprios alunos:
2	ORI->STR	S	S	Uma parcela critica o uniforme, porque acredita que ele ameaçaria a individualidade de cada um.	Alguns criticam o uniforme.
2	ORI->STR	S	S	Uma parcela critica o uniforme, porque acredita que ele ameaçaria a individualidade de cada um.	Alguns acreditam que o uniforme ameaça a individualidade de cada um.
3	ORI->STR	S	S	Para complicar ainda mais a situação dos militares dos EUA no Iraque, uma nova denúncia de massacre de civis por suas tropas veio à tona ontem.	Uma nova denúncia de matança de civis por tropas dos EUA surgiu ontem.
3	ORI->STR	S	S	Para complicar ainda mais a situação dos militares dos EUA no Iraque, uma nova denúncia de massacre de civis por suas tropas veio à tona ontem.	A nova denúncia complica ainda mais a situação dos militares americanos no Iraque.
3	ORI->STR	S	S	Corpos de crianças e adultos iraquianos crivados de balas, alguns com tiros na cabeça.	A vila de Ishaqi fica a 80 quilômetros ao norte de Bagdá.
3	ORI->STR	S	S	-- Parece que o assassinato de civis iraquianos transformou-se em um fenômeno cotidiano e banal -- disse o presidente da Associação Iraquiana dos Direitos Humanos, Muayed al-Anbaki.	-- Parece que o assassinato de civis iraquianos transformou-se em um fenômeno comum e banal -- disse o presidente da Associação Iraquiana dos Direitos Humanos.
3	ORI->STR	S	S	-- Parece que o assassinato de civis iraquianos transformou-se em um fenômeno cotidiano e banal -- disse o presidente da Associação Iraquiana dos Direitos Humanos, Muayed al-Anbaki.	O presidente é Muayed al-Anbaki.
3	ORI->STR	S	S	Mais cedo, o primeiro-ministro iraquiano, Nouri al-Maliki, havia criticado os EUA devido à acusação de que seus fuzileiros navais mataram 24 civis desarmados na cidade de Haditha, em novembro.	Nouri al-Maliki criticou os EUA por causa da morte de 24 civis desarmados na cidade de Haditha em novembro.
3	ORI->STR	S	S	Considerado culpado de ameaçar com um cachorro sem focinheira um dos detentos e de negligência no cumprimento do dever, ele foi rebaixado e condenado ontem por um tribunal militar a 90 dias de trabalho forçado sem confinamento.	Ele foi condenado a baixar de posto no exército.
4	ORI->STR	S	N	Blitze, barreiras e operações em profusão foram insuficientes para conter um crescimento de 11,12% em relação a março de 2006.	Controles policiais, barreiras e operações em grande quantidade foram pouco para conter um crescimento de 11,12% no roubo quando comparado com março de 2006.
4	ORI->STR	S	S	-- Propomos mudanças na legislação, com a numeração das peças dos carros que vão para desmanches.	-- Propomos mudanças na legislação.
4	ORI->STR	S	S	-- Propomos mudanças na legislação, com a numeração das peças dos carros que vão para desmanches.	Propomos colocar números nas peças dos carros que vão para desmanches.
4	ORI->STR	S	S	Estamos cadastrando ferros-velhos, mas não tivemos um trabalho forte contra a clonagem e agora vamos atacar para valer -- admitiu Bacci.	Estamos reunindo informações sobre ferros-velhos.
4	ORI->STR	S	S	Estamos cadastrando ferros-velhos, mas não tivemos um trabalho forte contra a clonagem e agora vamos atacar para valer -- admitiu Bacci.	Mas não tivemos um trabalho forte contra a clonagem.
4	ORI->STR	S	S	Um deles teria a participação de policiais civis e militares que dariam proteção aos bandidos.	Policiais civis e militares participariam de um dos pontos de clonagem.
4	ORI->STR	S	S	Bacci pretende oferecer recompensa, a chamada delação premiada, a bandidos que colaborarem com as investigações para desarticular as grandes quadrilhas.	A recompensa será a delação premiada.
4	ORI->STR	S	S	O subcomandante-geral da BM, coronel Paulo Roberto Mendes, reconheceu que o incremento nos roubos pode estar ligado a deficiências nas manobras adotadas.	O subcomandante-geral da BM reconheceu que o aumento nos roubos pode estar ligado a deficiências nas medidas aplicadas.
4	ORI->STR	S	S	O subcomandante-geral da BM, coronel Paulo Roberto Mendes, reconheceu que o incremento nos roubos pode estar ligado a deficiências nas manobras adotadas.	As deficiências estariam especialmente na Capital.
4	ORI->STR	S	S	O subcomandante-geral da BM, coronel Paulo Roberto Mendes, reconheceu que o incremento nos roubos pode estar ligado a deficiências nas manobras adotadas.	Na Capital, ocorrem 54,9% dos casos do Estado.
4	ORI->STR	S	S	Em março, o Comando de Policiamento da Capital (CPC) atingiu 40% do número previsto para fiscalização de veículos, enquanto outros comandos regionais, como Metropolitano, Sul, Missões e Vale do Taquari, superaram as metas estipuladas.	O Comando de Policiamento da Capital (CPC) atingiu em março 40% da meta de controle de veículos.
4	ORI->STR	S	S	-- O CPC está abaixo do que queremos, apesar do aumento em relação a janeiro, quando atingiu 5% da meta.	-- Houve aumento quando comparado com janeiro.
4	ORI->STR	S	S	-- O CPC está abaixo do que queremos, apesar do aumento em relação a janeiro, quando atingiu 5% da meta.	Mas o CPC está abaixo do que queremos.
4	ORI->STR	S	S	Enquanto subiu o roubo de carros -- quando a vítima é abordada por assaltantes­, diminuíram em 28,67% os casos de furto de veículos -- quando o ladrão age sem a presença da vítima.	O roubo de carros aumentou.
5	ORI->STR	S	S	A quatro meses da eleição de 1º de outubro, a maioria dos partidos ainda não fechou sua escalação para a disputa pelo Palácio Piratini, formando o cenário mais instável dos últimos anos.	Faltando quatro meses para a eleição de 1º de outubro, a maioria dos partidos ainda não escolheu os candidatos que vão disputar a vaga para governador do Estado.
5	ORI->STR	S	S	Diferentemente de outros pleitos, as legendas este ano são obrigadas a driblar novas regras eleitorais, desgaste da imagem da classe política e projetos nacionais envolvendo líderes gaúchos.	Esta eleição é diferente das outras.
5	ORI->STR	S	S	Diferentemente de outros pleitos, as legendas este ano são obrigadas a driblar novas regras eleitorais, desgaste da imagem da classe política e projetos nacionais envolvendo líderes gaúchos.	Este ano, as legendas são obrigadas a driblar novas regras eleitorais, perda de força da imagem da classe política e projetos nacionais envolvendo líderes gaúchos.
5	ORI->STR	S	S	O PFL de 2006 ainda não cravou um nome na disputa, e o PPS tenta firmar uma aliança em torno do deputado federal Nelson Proença.	O PPS tenta fazer uma aliança em torno do deputado Nelson Proença.
5	ORI->STR	S	N	Rigotto, lembra Moura, também provocou incertezas nos aliados ao assumir que buscaria a reeleição apenas no final de abril.	Moura lembra que Rigotto também provocou incertezas nos aliados quando assumiu que buscaria a reeleição apenas no final de abril.
5	ORI->STR	S	S	O cientista político André Marenco afirma que a Justiça Eleitoral tem sido rigorosa em relação à propaganda antes do prazo legal e que a verticalização impôs aos partidos a conciliação de nacionais e regionais.	O cientista político André Marenco afirma que a verticalização obrigou os partidos a fazer ajustes entre nacionais e regionais.
5	ORI->STR	S	N	A regra obriga as legendas a fechar nos Estados apenas coligações que não colidam com as nacionais.	A verticalização obriga as legendas a fechar nos Estados apenas as uniões que não se choquem com as nacionais.
5	ORI->STR	S	S	As pequenas têm dado mais atenção à eleição para deputado federal para atingir as metas impostas pela norma -- 5% do total de votos para a Câmara e 2% do total de votos válidos dos candidatos a deputado federal em nove Estados.	As pequenas têm dado mais atenção à eleição para deputado federal, o objetivo é atingir as metas impostas pela cláusula de barreira.
5	ORI->STR	S	S	As pequenas têm dado mais atenção à eleição para deputado federal para atingir as metas impostas pela norma -- 5% do total de votos para a Câmara e 2% do total de votos válidos dos candidatos a deputado federal em nove Estados.	As metas impostas pela cláusula de barreira são 5% do total de votos para a Câmara e 2% do total de votos válidos dos candidatos a deputado federal em nove Estados.
5	ORI->STR	S	N	Sabem que um movimento errado pode significar a morte -- diz o cientista político Murillo de Aragão.	Sabem que um movimento errado pode significar a morte -- diz o cientista político Murillo de Aragão.
5	ORI->STR	S	S	Para explicar a instabilidade no quadro eleitoral, a cientista política Céli Pinto acrescenta uma espécie de retração da classe política provocada pelos escândalos de corrupção no país:	Com o objetivo de explicar a falta de firmeza no quadro eleitoral, a cientista política Céli Pinto diz que a classe política diminuiu.
5	ORI->STR	S	S	Para explicar a instabilidade no quadro eleitoral, a cientista política Céli Pinto acrescenta uma espécie de retração da classe política provocada pelos escândalos de corrupção no país:	Os escândalos de corrupção no país provocaram a diminuição da classe política.
6	ORI->STR	S	N	Os abusos com veículos particulares e a formação de servidores em alguns setores foram pontos cruciais de relatório sobre os gastos da Assembléia.	O uso impróprio de veículos particulares e a formação de servidores em alguns setores foram pontos importantes do relatório sobre os gastos da Assembléia.
6	ORI->STR	S	N	O relatório produzido pela comissão criada para revisar processos administrativos da Assembléia Legislativa destaca temas que devem provocar polêmica no parlamento.	O relatório da comissão criada com o objetivo de examinar os processos administrativos da Assembléia Legislativa destaca temas que devem provocar polêmica no parlamento.
6	ORI->STR	S	N	Um deles se refere ao fato de cada deputado ter três carros cadastrados para fins de indenização por uso de carro particular.	Um deles é o fato de cada deputado ter três carros registrados com o objetivo de receber de volta dinheiro por uso de carro particular.
6	ORI->STR	S	N	Outra questão destacada no relatório se refere à qualificação dos servidores.	Outro tema destacado no relatório é a preparação dos servidores.
6	ORI->STR	S	S	Há setores com carência de pessoal ou, naqueles em que não faltam funcionários, há pessoas atuando em uma função para a qual não têm qualificação.	Setores com falta de servidores e setores em que não faltam servidores.
6	ORI->STR	S	S	Há setores com carência de pessoal ou, naqueles em que não faltam funcionários, há pessoas atuando em uma função para a qual não têm qualificação.	Mas, nos setores em que não faltam servidores, há pessoas fazendo trabalhos para os quais não estão preparadas.
6	ORI->STR	S	S	Esse tipo de cenário, conforme servidores da Casa, pode abrir brechas para a ocorrência de irregularidades, como a que produziu a fraude dos selos e deixou um rombo de pelo menos R$ 3,3 milhões ao parlamento.	Os servidores da Assembléia Legislativa dizem que essa situação pode facilitar irregularidades.
6	ORI->STR	S	S	Esse tipo de cenário, conforme servidores da Casa, pode abrir brechas para a ocorrência de irregularidades, como a que produziu a fraude dos selos e deixou um rombo de pelo menos R$ 3,3 milhões ao parlamento.	A fraude dos selos deixou um prejuízo de pelo menos R$ 3,3 milhões na Assembléia Legislativa.
6	ORI->STR	S	S	O presidente da Casa, deputado Frederico Antunes (PP), afirmou ontem, ao receber o relatório, que a comissão será mantida enquanto for necessário.	O presidente da Assembléia Legislativa recebeu o relatório ontem.
6	ORI->STR	S	S	O presidente da Casa, deputado Frederico Antunes (PP), afirmou ontem, ao receber o relatório, que a comissão será mantida enquanto for necessário.	O presidente da Assembléia Legislativa afirmou que a comissão será mantida enquanto for necessário.
6	ORI->STR	S	S	Antunes vai apresentar o conteúdo do relatório hoje à Mesa Diretora e, posteriormente, implementar novas medidas de contenção e controle.	Antunes vai apresentar o relatório à Mesa Diretora hoje.
6	ORI->STR	S	S	Em relação aos pagamentos feitos pela Assembléia por uso de carro -- cada deputado pode receber, por mês, R$ 6,1 mil, o documento da comissão destacou a falta de controle sobre a declaração desses gastos.	Em relação aos pagamentos pelo uso de carros feitos pela Assembléia, o relatório da comissão destacou a falta de controle sobre a declaração desses gastos.
6	ORI->STR	S	S	Conforme membros da comissão, sempre que se debruçou sobre o assunto, a Assembléia produziu resoluções que foram "afrouxando o controle", que hoje é baseado apenas na declaração de gasto feita pelo parlamentar.	Os membros da comissão dizem que a Assembléia produziu resoluções que foram relaxando o rigor do controle dos gastos.
6	ORI->STR	S	S	Conforme membros da comissão, sempre que se debruçou sobre o assunto, a Assembléia produziu resoluções que foram "afrouxando o controle", que hoje é baseado apenas na declaração de gasto feita pelo parlamentar.	Hoje, o controle dos gastos se baseia apenas na declaração feita pelo deputado.
6	ORI->STR	S	N	Em relação às diárias, por exemplo, quando o valor recebido com elas extrapola 50% do salário dos deputados, é preciso fazer o recolhimento de INSS.	Por exemplo, no caso das diárias, quando o valor recebido ultrapassa 50% do salário dos deputados, é preciso pagar o INSS.
6	ORI->STR	S	N	Os problemas que podem surgir em um cenário no qual funções são exercidas por pessoas sem capacidade também foram abordados pela comissão.	A comissão também tratou dos problemas que podem surgir quando as funções são exercidas por pessoas sem preparação.
6	ORI->STR	S	S	Uma dúvida que paira hoje na Assembléia é se Ubirajara Amaral Macalão, principal envolvido na compra e no desvio de selos, era qualificado para ocupar a direção do Departamento de Serviços Administrativos (DSA).	Hoje existe na Assembléia uma dúvida sobre a preparação de Ubirajara Amaral Macalão para ser diretor do Departamento de Serviços Administrativos (DSA).
6	ORI->STR	S	N	-- Ou a Assembléia errou ao avaliar que ele era capaz ou existem na Casa práticas que permitem que pessoas ocupem cargos sem capacidade para eles.	-- A Assembléia errou quando avaliou que ele era capaz ou na Assembléia existem práticas que permitem que pessoas ocupem cargos sem preparação para eles.
7	ORI->STR	S	S	A escassez de chuva -- as precipitações passageiras registradas esta semana não foram suficientes para resfriar a atmosfera por muito tempo­, o fenômeno El Niño e o processo de aquecimento global ajudam a explicar o calorão gaúcho.	A falta de chuva, fenômeno El Niño e o aquecimento global ajudam a explicar o calorão gaúcho.
7	ORI->STR	S	S	Embora temperaturas próximas a 40° C sejam comuns no verão rio-grandense, a temporada 2006/2007 conquistou um lugar na História.	Temperaturas próximas a 40 C são comuns no verão gaúcho.
7	ORI->STR	S	S	Embora temperaturas próximas a 40° C sejam comuns no verão rio-grandense, a temporada 2006/2007 conquistou um lugar na História.	Mas a temporada 2006/2007 conquistou um lugar na História.
7	ORI->STR	S	S	Conforme mapas climatológicos do Centro de Previsão de Tempo e Estudos Climáticos (Cptec), ligado ao Instituto Nacional de Pesquisas Espaciais (Inpe), desde 1995 a média dos picos diários de calor não era tão elevada em dezembro.	Os mapas de clima do Centro de Previsão de Tempo e Estudos Climáticos (Cptec) dizem que a média dos picos diários de calor não era tão elevada em dezembro desde 1995.
7	ORI->STR	S	S	As frentes frias passam pelo Estado, provocam chuvas passageiras e acabam concentrando a precipitação na Região Sudeste.	As frentes frias passam pelo Estado.
7	ORI->STR	S	S	As frentes frias passam pelo Estado, provocam chuvas passageiras e acabam concentrando a precipitação na Região Sudeste.	As frentes frias provocam chuvas rápidas.
7	ORI->STR	S	S	O meteorologista do Cptec Lincoln Alves afirma que ventos na alta atmosfera estão soprando com menor intensidade do Pacífico Sul rumo ao Brasil, o que estaria contribuindo para as frentes frias passarem rapidamente.	O meteorologista do Cptec Lincoln Alves afirma que ventos na alta atmosfera estão soprando com menor intensidade do Pacífico Sul para o Brasil.
7	ORI->STR	S	S	A ocorrência atual de um fenômeno El Niño (aquecimento das águas do Pacífico) de intensidade moderada também estaria favorecendo a elevação dos termômetros.	O fenômeno El Niño atual tem intensidade menor.
7	ORI->STR	S	S	A ocorrência atual de um fenômeno El Niño (aquecimento das águas do Pacífico) de intensidade moderada também estaria favorecendo a elevação dos termômetros.	O fenômeno El Niño atual também estaria favorecendo a elevação dos termômetros.
7	ORI->STR	S	S	O curioso é que ele deveria aumentar a chuva no Sul, o que amenizaria o calor, mas isso não está ocorrendo.	Isso diminuiria o calor.
7	ORI->STR	S	S	O curioso é que ele deveria aumentar a chuva no Sul, o que amenizaria o calor, mas isso não está ocorrendo.	Mas isso não está acontecendo.
7	ORI->STR	S	S	Em 2004, aconteceu a mesma coisa, não sabemos por quê -- diz o pesquisador do Inpe Carlos Nobre, especialista em mudanças climáticas e meteorologia tropical.	-- Em 2004, aconteceu a mesma e não sabemos o motivo.
7	ORI->STR	S	S	Em 2004, aconteceu a mesma coisa, não sabemos por quê -- diz o pesquisador do Inpe Carlos Nobre, especialista em mudanças climáticas e meteorologia tropical.	Carlos Nobre é especialista em mudanças do clima e meteorologia tropical.
7	ORI->STR	S	S	Segundo o pesquisador Carlos Nobre, o gradual aumento do calor não pode ser responsabilizado por mudanças bruscas no clima, como variações de um ano para outro, por se tratar de um processo lento e gradual.	O pesquisador Carlos Nobre diz que o aumento gradual do calor não pode ser responsabilizado por mudanças fortes e rápidas no clima.
7	ORI->STR	S	N	A mudança progressiva pode influenciar indiretamente uma maior incidência de fenômenos como ondas de calor, tempestades e secas.	A mudança gradual pode causar indiretamente ondas de calor, tempestades e secas.
7	ORI->STR	S	S	-- Não podemos eliminar a possibilidade de que o aumento da variabilidade climática seja um primeiro sintoma do aquecimento global.	-- Não podemos eliminar a possibilidade de que o aumento da variação do clima seja um primeiro sinal do aquecimento global.
7	ORI->STR	S	S	Isso significa secas mais freqüentes, como as que vêm ocorrendo no Rio Grande do Sul, e ondas de calor ou de frio fora do normal -- diz Nobre.	Isso significa secas mais freqüentes.
7	ORI->STR	S	S	Isso significa secas mais freqüentes, como as que vêm ocorrendo no Rio Grande do Sul, e ondas de calor ou de frio fora do normal -- diz Nobre.	Isso significa ondas de calor ou de frio fora do normal.
9	ORI->STR	S	N	Viagens de carro ficam mais agradáveis quando os ocupantes podem fazer algo mais do que apreciar a paisagem.	Quando os passageiros podem fazer algo mais do que apreciar a paisagem, as viagens de carro ficam mais agradáveis.
9	ORI->STR	S	S	Por isso, aumenta a procura por equipamentos de DVD para veículos, conta Joni Simões, proprietário de uma empresa da Capital que oferece esse tipo de produto.	Joni Simões é proprietário de uma empresa da Capital.
9	ORI->STR	S	S	Por isso, aumenta a procura por equipamentos de DVD para veículos, conta Joni Simões, proprietário de uma empresa da Capital que oferece esse tipo de produto.	A empresa vende equipamentos de DVD.
9	ORI->STR	S	S	Os aparelhos no teto, explica Simões, são os preferidos pela possibilidade de puxar a tela para cima quando não é usada, deixando o equipamento menos visível, dificultando furtos.	Simões explica que a tela pode ser puxada para cima quando não está sendo usada.
9	ORI->STR	S	S	Os aparelhos no teto, explica Simões, são os preferidos pela possibilidade de puxar a tela para cima quando não é usada, deixando o equipamento menos visível, dificultando furtos.	Isso deixa o equipamento menos visível.
9	ORI->STR	S	S	Os aparelhos no teto, explica Simões, são os preferidos pela possibilidade de puxar a tela para cima quando não é usada, deixando o equipamento menos visível, dificultando furtos.	Isso torna os furtos mais difíceis.
9	ORI->STR	S	S	Os aparelhos no teto, explica Simões, são os preferidos pela possibilidade de puxar a tela para cima quando não é usada, deixando o equipamento menos visível, dificultando furtos.	Com isso, os equipamentos no teto são os preferidos.
9	ORI->STR	S	S	-- Os recursos tecnológicos são excelentes mas devem ser usados com critério, revezados com outras atividades.	Os recursos tecnológicos devem ser alternados com outras atividades.
9	ORI->STR	S	S	Os pais devem dar uma revistinha para a criança ler, conversar, porque qualquer atividade contínua pode se tornar algo exagerado.	Qualquer atividade contínua pode se tornar exagerada.
9	ORI->STR	S	S	Os pais devem dar uma revistinha para a criança ler, conversar, porque qualquer atividade contínua pode se tornar algo exagerado.	Com isso, os pais devem dar uma revistinha para a criança ler e devem conversar com ela.
10	ORI->STR	S	S	A cerração, que ocultou o amanhecer dos porto-alegrenses, voltou a comprometer as operações do aeroporto por mais de oito horas, entre 1h50 min e 9h56 min.	A neblina atrapalhou outra vez as operações do aeroporto por mais de oito horas.
10	ORI->STR	S	S	A cerração, que ocultou o amanhecer dos porto-alegrenses, voltou a comprometer as operações do aeroporto por mais de oito horas, entre 1h50 min e 9h56 min.	A neblina atrapalhou as operações do aeroporto entre 1h50 min e 9h56 min..
10	ORI->STR	S	S	A cerração, que ocultou o amanhecer dos porto-alegrenses, voltou a comprometer as operações do aeroporto por mais de oito horas, entre 1h50 min e 9h56 min.	A neblina escondeu o amanhecer dos moradores de Porto Alegre.
10	ORI->STR	S	S	O fenômeno foi responsável pelo cancelamento de 12 vôos e pelo atraso de outros 26 pousos e decolagens.	A neblina causou o cancelamento de 12 vôos.
10	ORI->STR	S	S	O fenômeno foi responsável pelo cancelamento de 12 vôos e pelo atraso de outros 26 pousos e decolagens.	A neblina causou o atraso de 26 pousos e decolagens.
10	ORI->STR	S	N	O nevoeiro não se restringiu à Capital:	A neblina não ficou só na Capital:
10	ORI->STR	S	N	Cobriu cidades como Santa Maria, Santo Ângelo e Pelotas, segundo a Central de Meteorologia.	A Central de Meteorologia afirma que a neblina cobriu as cidades de Santa Maria, Santo Ângelo e Pelotas.
10	ORI->STR	S	N	Pelo menos até sexta-feira, os gaúchos deverão se deparar com a cerração ao acordar.	Os gaúchos deverão ver neblina ao acordar pelo menos até sexta-feira.
10	ORI->STR	S	N	Durante as tardes, alcançarão entre 22º C e 24º C.	As temperaturas chegarão até 22 C e 24 C durante as tardes.
10	ORI->STR	S	S	No fim de semana, segundo Puchalski, o Rio Grande do Sul assistirá à chegada de uma frente fria, o que trará pancadas de chuva e queda nas temperaturas máximas para os 18º C.	Puchalski afirma que o Rio Grande do Sul verá chegar uma frente fria no fim de semana.
12	ORI->STR	S	S	Apenas um dos parlamentares -- a deputada Jusmari de Oliveira, que deixou o DEM e ingressou no PR -- trocou de legenda após 27 de março.	Jusmari de Oliveira foi a deputada que trocou de partido.
12	ORI->STR	S	S	Apenas um dos parlamentares -- a deputada Jusmari de Oliveira, que deixou o DEM e ingressou no PR -- trocou de legenda após 27 de março.	Jusmari de Oliveira deixou o DEM e entrou no PR.
12	ORI->STR	S	N	Os três relatores dos pedidos votaram pela manutenção dos cargos para todos os que fizeram a mudança antes da resolução do TSE.	Os três relatores dos pedidos votaram com o objetivo de que todos os que mudaram de partido antes da resolução do TSE fiquem com seus mandatos.
12	ORI->STR	S	N	No total, 30 deputados que fizeram migração partidária antes dessa data não perdem os mandatos.	no total, 30 deputados que mudaram de partido antes dessa data não perdem os mandatos.
12	ORI->STR	S	S	Se esses deputados provarem ao TSE que foram perseguidos politicamente ou se desfiliaram porque o partido abandonou as bandeiras ideológicas, estarão livres de punições.	A primeira é os deputados provarem ao TSE que foram perseguidos politicamente.
12	ORI->STR	S	S	Se esses deputados provarem ao TSE que foram perseguidos politicamente ou se desfiliaram porque o partido abandonou as bandeiras ideológicas, estarão livres de punições.	A segunda é os deputados provarem ao TSE que mudaram de partido porque o partido abandonou suas idéias.
